"File","Line","Literals","Text","NearbyRef","Decision"
"Svg/Layout/BeamConfiguration.cs","122","1.0","double BasePenalty = 1.0","(file-level) LILYPOND-REF: lily/include/beam-scoring-problem.hh:1-203 Beam_configuration struct","Yellow"
"Svg/Layout/BeamQuantParameters.cs","33","2.0","public double RegionSize { get; init; } = 2.0;","(file-level) LILYPOND-REF: lily/include/beam-scoring-problem.hh:1-203 Beam_quant_parameters struct","Yellow"
"Svg/Layout/BeamQuantParameters.cs","37","10.0","public double SecondaryBeamDemerit { get; init; } = 10.0;","(file-level) LILYPOND-REF: lily/include/beam-scoring-problem.hh:1-203 Beam_quant_parameters struct","Yellow"
"Svg/Layout/BeamQuantParameters.cs","40","5.0","public double StemLengthDemeritFactor { get; init; } = 5.0;","(file-level) LILYPOND-REF: lily/include/beam-scoring-problem.hh:1-203 Beam_quant_parameters struct","Yellow"
"Svg/Layout/BeamQuantParameters.cs","43","5000.0","public double StemLengthLimitPenalty { get; init; } = 5000.0;","(file-level) LILYPOND-REF: lily/include/beam-scoring-problem.hh:1-203 Beam_quant_parameters struct","Yellow"
"Svg/Layout/BeamQuantParameters.cs","47","800.0","public double DampingDirectionPenalty { get; init; } = 800.0;","(file-level) LILYPOND-REF: lily/include/beam-scoring-problem.hh:1-203 Beam_quant_parameters struct","Yellow"
"Svg/Layout/BeamQuantParameters.cs","50","400.0","public double MusicalDirectionFactor { get; init; } = 400.0;","(file-level) LILYPOND-REF: lily/include/beam-scoring-problem.hh:1-203 Beam_quant_parameters struct","Yellow"
"Svg/Layout/BeamQuantParameters.cs","53","20.0","public double HintDirectionPenalty { get; init; } = 20.0;","(file-level) LILYPOND-REF: lily/include/beam-scoring-problem.hh:1-203 Beam_quant_parameters struct","Yellow"
"Svg/Layout/BeamQuantParameters.cs","56","10.0","public double IdealSlopeFactor { get; init; } = 10.0;","(file-level) LILYPOND-REF: lily/include/beam-scoring-problem.hh:1-203 Beam_quant_parameters struct","Yellow"
"Svg/Layout/BeamQuantParameters.cs","59","0.02","public double RoundToZeroSlope { get; init; } = 0.02;","LILYPOND-REF: lily/beam-quanting.cc:754-755","Green"
"Svg/Layout/BeamQuantParameters.cs","66","1.0","public double Damping { get; init; } = 1.0;","LILYPOND-REF: lily/beam-quanting.cc:754-755","Green"
"Svg/Layout/BeamQuantParameters.cs","70","500.0","public double CollisionPenalty { get; init; } = 500.0;","LILYPOND-REF: lily/beam-quanting.cc:1390 collision_padding = 0.35</remarks>","Green"
"Svg/Layout/BeamQuantParameters.cs","74","0.35","public double CollisionPadding { get; init; } = 0.35;","LILYPOND-REF: lily/beam-quanting.cc:1390 collision_padding = 0.35</remarks>","Green"
"Svg/Layout/BeamQuantParameters.cs","77","500.0","public double HorizontalInterQuantPenalty { get; init; } = 500.0;","LILYPOND-REF: lily/beam-quanting.cc:1390 collision_padding = 0.35</remarks>","Green"
"Svg/Layout/BeamQuantParameters.cs","83","0.1","public double StemCollisionFactor { get; init; } = 0.1;","LILYPOND-REF: lily/beam-quanting.cc:123-124","Green"
"Svg/Layout/SlurScoringProblem.cs","118","4.0","double staffHeight = 4.0)","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","133","2.0","_musicalDy = (slur.StartStaffPosition - slur.EndStaffPosition) / 2.0;","LILYPOND-REF: lily/slur-scoring.cc:180-190","Green"
"Svg/Layout/SlurScoringProblem.cs","149","1.0","return 1.0;","LILYPOND-REF: lily/misc.cc:48-55","Green"
"Svg/Layout/SlurScoringProblem.cs","150","0.0","return Math.Max(-epsilon * (x - threshold) / ((x + epsilon) * threshold), 0.0);","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","161","0.001","if (_parameters.HeightLimit < 0.001)","LILYPOND-REF: lily/bezier-bow.cc:28-38 F0_1() + slur_height()","Green"
"Svg/Layout/SlurScoringProblem.cs","165","2.0, 2.0","return _parameters.HeightLimit * (2.0 / Math.PI) * Math.Atan(Math.PI * x / 2.0);","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","176","1.0, 3.1","double maxFraction = 1.0 / 3.1;","LILYPOND-REF: lily/bezier-bow.cc:109-118 get_slur_indent_height()","Green"
"Svg/Layout/SlurScoringProblem.cs","204","1.0","if (width < 1.0)","LILYPOND-REF: lily/slur-scoring.cc:438-459 get_best_curve()","Green"
"Svg/Layout/SlurScoringProblem.cs","205","1.0","width = 1.0;","LILYPOND-REF: lily/slur-scoring.cc:438-459","Green"
"Svg/Layout/SlurScoringProblem.cs","279","0.3","double offset = 0.3; // staff spaces","LILYPOND-REF: lily/slur-scoring.cc:739-740","Green"
"Svg/Layout/SlurScoringProblem.cs","286","0.5","double step = 0.5; // half staff space","LILYPOND-REF: lily/slur-scoring.cc:739-740","Green"
"Svg/Layout/SlurScoringProblem.cs","303","1.0","if (dz_x < 1.0)","LILYPOND-REF: lily/slur-scoring.cc:770-775","Green"
"Svg/Layout/SlurScoringProblem.cs","357","0.001","if (slurDx < 0.001)","LILYPOND-REF: lily/slur-configuration.cc:490-529 score_slopes()","Green"
"Svg/Layout/SlurScoringProblem.cs","361","0.0","double demerit = 0.0;","LILYPOND-REF: slur-configuration.cc:499-501","Green"
"Svg/Layout/SlurScoringProblem.cs","365","0.0","demerit += Math.Max(Math.Abs(slurDy / slurDx) - _parameters.MaxSlope, 0.0)","LILYPOND-REF: slur-configuration.cc:499-501","Green"
"Svg/Layout/SlurScoringProblem.cs","370","0.2, 0.2","double maxDy = Math.Abs(_musicalDy) + 0.2; // 0.2: staffline offset","LILYPOND-REF: slur-configuration.cc:504-508","Green"
"Svg/Layout/SlurScoringProblem.cs","372","0.0","* Math.Max(Math.Abs(slurDy) - maxDy, 0.0);","LILYPOND-REF: slur-configuration.cc:504-508","Green"
"Svg/Layout/SlurScoringProblem.cs","376","0.0","demerit += Math.Max(Math.Abs(slurDy / slurDx) - _parameters.MaxSlope, 0.0)","LILYPOND-REF: slur-configuration.cc:510-513","Green"
"Svg/Layout/SlurScoringProblem.cs","381","0.01, 0.01","if (Math.Abs(_musicalDy) < 0.01 && Math.Abs(slurDy) > 0.01)","LILYPOND-REF: slur-configuration.cc:517-519","Green"
"Svg/Layout/SlurScoringProblem.cs","386","0.01, 0.01","if (Math.Abs(_musicalDy) > 0.01 && Math.Abs(slurDy) > 0.01","LILYPOND-REF: slur-configuration.cc:521-526","Green"
"Svg/Layout/SlurScoringProblem.cs","409","0.001","if (slurDx < 0.001)","LILYPOND-REF: lily/slur-configuration.cc:464-488 score_edges()","Green"
"Svg/Layout/SlurScoringProblem.cs","448","0.0","double demerit = 0.0;","LILYPOND-REF: lily/slur-configuration.cc:351-462 score_extra_encompass()","Green"
"Svg/Layout/SlurScoringProblem.cs","461","0.1","* PeakAround(0.1 * gapInside, gapInside, startDist);","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","468","0.1","* PeakAround(0.1 * gapInside, gapInside, endDist);","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","481","0.5","demerit += _parameters.ExtraObjectCollisionPenalty * 0.5","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","482","0.1","* PeakAround(0.1 * gapOutside, gapOutside, peakDist);","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","500","0.1","0.1 * _parameters.ExtraEncompassFreeDistance,","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","526","0.001","if (width < 0.001)","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","529","0.0","double demerit = 0.0;","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","558","0.0","convexHeadDistances.Add(0.0);","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","564","0.001","double hd = (absHeadDy > 0.001)","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","565","1.0, 1.0","? (1.0 / absHeadDy - 1.0 / _parameters.FreeHeadDistance)","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","567","0.0","hd = Math.Clamp(hd, 0.0, _parameters.HeadEncompassPenalty);","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","617","0.0","double avgDistance = 0.0;","LILYPOND-REF: slur-configuration.cc:307-349","Green"
"Svg/Layout/SlurScoringProblem.cs","637","0.0","if (minDist > 0.0)","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","640","1.0","avgDistance / (minDist + _parameters.AbsoluteClosenessMeasure) - 1.0,","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoringProblem.cs","643","0.0","variancePenalty = Math.Max(variancePenalty, 0.0);","(file-level) LILYPOND-REF: lily/include/slur-configuration.hh Slur_scorers enum","Yellow"
"Svg/Layout/SlurScoreParameters.cs","39","2.0","public double HeightLimit { get; init; } = 2.0;","LILYPOND-REF: define-grobs.scm Slur.height-limit = 2.0","Green"
"Svg/Layout/SlurScoreParameters.cs","46","0.25","public double Ratio { get; init; } = 0.25;","LILYPOND-REF: define-grobs.scm Slur.ratio = 0.25","Green"
"Svg/Layout/SlurScoreParameters.cs","62","1000.0","public double HeadEncompassPenalty { get; init; } = 1000.0;","LILYPOND-REF: layout-slur.scm: head-encompass-penalty = 1000.0","Green"
"Svg/Layout/SlurScoreParameters.cs","68","30.0","public double StemEncompassPenalty { get; init; } = 30.0;","LILYPOND-REF: layout-slur.scm: stem-encompass-penalty = 30.0","Green"
"Svg/Layout/SlurScoreParameters.cs","76","4.0","public double EdgeAttractionFactor { get; init; } = 4.0;","LILYPOND-REF: layout-slur.scm: edge-attraction-factor = 4","Green"
"Svg/Layout/SlurScoreParameters.cs","82","1.7","public double EdgeSlopeExponent { get; init; } = 1.7;","LILYPOND-REF: layout-slur.scm: edge-slope-exponent = 1.7","Green"
"Svg/Layout/SlurScoreParameters.cs","88","2.5","public double CloseToEdgeLength { get; init; } = 2.5;","LILYPOND-REF: layout-slur.scm: close-to-edge-length = 2.5","Green"
"Svg/Layout/SlurScoreParameters.cs","96","20.0","public double SameSlopePenalty { get; init; } = 20.0;","LILYPOND-REF: layout-slur.scm: same-slope-penalty = 20","Green"
"Svg/Layout/SlurScoreParameters.cs","102","50.0","public double SteeperSlopeFactor { get; init; } = 50.0;","LILYPOND-REF: layout-slur.scm: steeper-slope-factor = 50","Green"
"Svg/Layout/SlurScoreParameters.cs","108","15.0","public double NonHorizontalPenalty { get; init; } = 15.0;","LILYPOND-REF: layout-slur.scm: non-horizontal-penalty = 15","Green"
"Svg/Layout/SlurScoreParameters.cs","114","1.1","public double MaxSlope { get; init; } = 1.1;","LILYPOND-REF: layout-slur.scm: max-slope = 1.1","Green"
"Svg/Layout/SlurScoreParameters.cs","120","10.0","public double MaxSlopeFactor { get; init; } = 10.0;","LILYPOND-REF: layout-slur.scm: max-slope-factor = 10","Green"
"Svg/Layout/SlurScoreParameters.cs","128","50.0","public double ExtraObjectCollisionPenalty { get; init; } = 50.0;","LILYPOND-REF: layout-slur.scm: extra-object-collision-penalty = 50","Green"
"Svg/Layout/SlurScoreParameters.cs","134","3.0","public double AccidentalCollision { get; init; } = 3.0;","LILYPOND-REF: layout-slur.scm: accidental-collision = 3","Green"
"Svg/Layout/SlurScoreParameters.cs","140","0.3","public double ExtraEncompassFreeDistance { get; init; } = 0.3;","LILYPOND-REF: layout-slur.scm: extra-encompass-free-distance = 0.3","Green"
"Svg/Layout/SlurScoreParameters.cs","146","0.8","public double ExtraEncompassCollisionDistance { get; init; } = 0.8;","LILYPOND-REF: layout-slur.scm: extra-encompass-collision-distance = 0.8","Green"
"Svg/Layout/SlurScoreParameters.cs","154","0.8","public double FreeSlurDistance { get; init; } = 0.8;","LILYPOND-REF: layout-slur.scm: free-slur-distance = 0.8","Green"
"Svg/Layout/SlurScoreParameters.cs","160","0.3","public double FreeHeadDistance { get; init; } = 0.3;","LILYPOND-REF: layout-slur.scm: free-head-distance = 0.3","Green"
"Svg/Layout/SlurScoreParameters.cs","166","3.0","public double HeadSlurDistanceMaxRatio { get; init; } = 3.0;","LILYPOND-REF: layout-slur.scm: head-slur-distance-max-ratio = 3","Green"
"Svg/Layout/SlurScoreParameters.cs","172","10.0","public double HeadSlurDistanceFactor { get; init; } = 10.0;","LILYPOND-REF: layout-slur.scm: head-slur-distance-factor = 10","Green"
"Svg/Layout/SlurScoreParameters.cs","178","0.3","public double AbsoluteClosenessMeasure { get; init; } = 0.3;","LILYPOND-REF: layout-slur.scm: absolute-closeness-measure = 0.3","Green"
"Svg/Layout/SlurScoreParameters.cs","186","0.2","public double GapToStafflineInside { get; init; } = 0.2;","LILYPOND-REF: layout-slur.scm: gap-to-staffline-inside = 0.2","Green"
"Svg/Layout/SlurScoreParameters.cs","192","0.1","public double GapToStafflineOutside { get; init; } = 0.1;","LILYPOND-REF: layout-slur.scm: gap-to-staffline-outside = 0.1","Green"
"Svg/Layout/SlurScoreParameters.cs","200","0.5","public double EncompassObjectRangeOvershoot { get; init; } = 0.5;","LILYPOND-REF: layout-slur.scm: encompass-object-range-overshoot = 0.5","Green"
"Svg/Layout/SlurScoreParameters.cs","206","0.2","public double SlurTieExtremaMinDistance { get; init; } = 0.2;","LILYPOND-REF: layout-slur.scm: slur-tie-extrema-min-distance = 0.2","Green"
"Svg/Layout/SlurScoreParameters.cs","212","2.0","public double SlurTieExtremaMinDistancePenalty { get; init; } = 2.0;","LILYPOND-REF: layout-slur.scm: slur-tie-extrema-min-distance-penalty = 2","Green"
"Svg/Layout/TieFormattingProblem.cs","99","4.0","double staffHeight = 4.0,","","Red"
"Svg/Layout/TieFormattingProblem.cs","127","1.0","return 1.0;","LILYPOND-REF: lily/misc.cc:48-55 peak_around()","Green"
"Svg/Layout/TieFormattingProblem.cs","128","0.0","return Math.Max(-epsilon * (x - threshold) / ((x + epsilon) * threshold), 0.0);","","Red"
"Svg/Layout/TieFormattingProblem.cs","139","1.0","return (Math.Exp(increaseFactor * x / standardX) - 1.0)","LILYPOND-REF: lily/misc.cc:60-65 convex_amplifier()","Green"
"Svg/Layout/TieFormattingProblem.cs","140","1.0","/ (Math.Exp(increaseFactor) - 1.0);","LILYPOND-REF: lily/misc.cc:60-65 convex_amplifier()","Green"
"Svg/Layout/TieFormattingProblem.cs","151","0.001","if (_details.HeightLimit < 0.001)","LILYPOND-REF: lily/bezier-bow.cc:28-38 F0_1() + slur_height()","Green"
"Svg/Layout/TieFormattingProblem.cs","155","2.0, 2.0","return _details.HeightLimit * (2.0 / Math.PI) * Math.Atan(Math.PI * x / 2.0);","","Red"
"Svg/Layout/TieFormattingProblem.cs","166","1.0, 3.1","double maxFraction = 1.0 / 3.1;","LILYPOND-REF: lily/bezier-bow.cc get_slur_indent_height()","Green"
"Svg/Layout/TieFormattingProblem.cs","228","0.3","double defaultOffset = 0.3;","","Red"
"Svg/Layout/TieFormattingProblem.cs","256","0.5","double attachmentY = position * 0.5; // convert back to staff spaces","","Red"
"Svg/Layout/TieFormattingProblem.cs","286","0.5","double attachmentY = position * 0.5;","","Red"
"Svg/Layout/TieFormattingProblem.cs","317","0.5","DeltaY = baseAttachmentY - basePosition * 0.5,","","Red"
"Svg/Layout/TieFormattingProblem.cs","347","0.33","0.33 * _details.MinLength, _details.MinLength, length);","LILYPOND-REF: tie-formatting-problem.cc:751-754","Green"
"Svg/Layout/TieFormattingProblem.cs","378","0.5, 0.5","if (tipY < -0.5 || tipY > _staffHeight + 0.5)","","Red"
"Svg/Layout/TieFormattingProblem.cs","384","0.1","0.1 * _details.TipStaffLineClearance,","","Red"
"Svg/Layout/TieFormattingProblem.cs","400","0.5, 0.5","if (centerY < -0.5 || centerY > _staffHeight + 0.5)","","Red"
"Svg/Layout/TieFormattingProblem.cs","406","0.1","0.1 * _details.CenterStaffLineClearance,","","Red"
"Svg/Layout/TieFormattingProblem.cs","438","0.5","if (dir * diff > 0 && Math.Abs(diff) * 0.5 <= _details.DotCollisionClearance)","","Red"
"Svg/Layout/TieFormattingProblem.cs","462","0.01","if (!correctDirection && Math.Abs(curveY - noteY) > 0.01)","LILYPOND-REF: tie-formatting-problem.cc:648-655","Green"
"Svg/Layout/TieFormattingProblem.cs","470","0.5, 0.0","double relevantDist = Math.Max(Math.Abs(curveY - noteY) - 0.5, 0.0);","LILYPOND-REF: tie-formatting-problem.cc:657-665","Green"
"Svg/Layout/TieFormattingProblem.cs","472","1.0, 0.9","* ConvexAmplifier(1.0, 0.9, relevantDist);","LILYPOND-REF: tie-formatting-problem.cc:657-665","Green"
"Svg/Layout/TieFormattingProblem.cs","519","0.1","0.1 * _details.TieTieCollisionDistance,","LILYPOND-REF: tie-formatting-problem.cc:875-880","Green"
"Svg/Layout/TieFormattingProblem.cs","527","0.1","0.1 * _details.TieTieCollisionDistance,","LILYPOND-REF: tie-formatting-problem.cc:881-886","Green"
"Svg/Layout/TieDetails.cs","40","1.0","public double HeightLimit { get; init; } = 1.0;","LILYPOND-REF: define-grobs.scm: height-limit = 1.0","Green"
"Svg/Layout/TieDetails.cs","46","0.333","public double Ratio { get; init; } = 0.333;","LILYPOND-REF: define-grobs.scm: ratio = 0.333","Green"
"Svg/Layout/TieDetails.cs","52","0.2","public double XGap { get; init; } = 0.2;","LILYPOND-REF: define-grobs.scm: note-head-gap = 0.2","Green"
"Svg/Layout/TieDetails.cs","58","0.35","public double StemGap { get; init; } = 0.35;","LILYPOND-REF: define-grobs.scm: stem-gap = 0.35","Green"
"Svg/Layout/TieDetails.cs","64","1.0","public double MinLength { get; init; } = 1.0;","LILYPOND-REF: tie-details.cc: min-length default = 1.0","Green"
"Svg/Layout/TieDetails.cs","70","1.0","public double BetweenLengthLimit { get; init; } = 1.0;","LILYPOND-REF: define-grobs.scm: between-length-limit = 1.0","Green"
"Svg/Layout/TieDetails.cs","79","0.225","public double TipStaffLineClearance { get; init; } = 0.225;","LILYPOND-REF: define-grobs.scm: tip-staff-line-clearance = 0.45 (half-spaces)","Green"
"Svg/Layout/TieDetails.cs","86","0.3","public double CenterStaffLineClearance { get; init; } = 0.3;","LILYPOND-REF: define-grobs.scm: center-staff-line-clearance = 0.6 (half-spaces)","Green"
"Svg/Layout/TieDetails.cs","92","5.0","public double StaffLineCollisionPenalty { get; init; } = 5.0;","LILYPOND-REF: tie-details.cc: staff-line-collision-penalty default = 5","Green"
"Svg/Layout/TieDetails.cs","100","0.25","public double DotCollisionClearance { get; init; } = 0.25;","LILYPOND-REF: tie-details.cc: dot-collision-clearance default = 0.25","Green"
"Svg/Layout/TieDetails.cs","106","0.25","public double DotCollisionPenalty { get; init; } = 0.25;","LILYPOND-REF: tie-details.cc: dot-collision-penalty default = 0.25","Green"
"Svg/Layout/TieDetails.cs","114","10.0","public double WrongDirectionOffsetPenalty { get; init; } = 10.0;","LILYPOND-REF: tie-details.cc: wrong-direction-offset-penalty default = 10","Green"
"Svg/Layout/TieDetails.cs","120","8.0","public double SameDirAsStemPenalty { get; init; } = 8.0;","LILYPOND-REF: define-grobs.scm: same-dir-as-stem-penalty = 8","Green"
"Svg/Layout/TieDetails.cs","128","26.0","public double MinLengthPenaltyFactor { get; init; } = 26.0;","LILYPOND-REF: define-grobs.scm: min-length-penalty-factor = 26","Green"
"Svg/Layout/TieDetails.cs","136","0.05","public double SkylinePadding { get; init; } = 0.05;","LILYPOND-REF: tie-details.cc: skyline-padding default = 0.05","Green"
"Svg/Layout/TieDetails.cs","144","25.0","public double TieTieCollisionPenalty { get; init; } = 25.0;","LILYPOND-REF: define-grobs.scm: tie-tie-collision-penalty = 25.0","Green"
"Svg/Layout/TieDetails.cs","150","0.45","public double TieTieCollisionDistance { get; init; } = 0.45;","LILYPOND-REF: define-grobs.scm: tie-tie-collision-distance = 0.45","Green"
"Svg/Layout/TieDetails.cs","158","10.0","public double HorizontalDistancePenaltyFactor { get; init; } = 10.0;","LILYPOND-REF: define-grobs.scm: horizontal-distance-penalty-factor = 10","Green"
"Svg/Layout/TieDetails.cs","164","7.0","public double VerticalDistancePenaltyFactor { get; init; } = 7.0;","LILYPOND-REF: define-grobs.scm: vertical-distance-penalty-factor = 7","Green"
"Svg/Layout/TieDetails.cs","172","1.25","public double IntraSpaceThreshold { get; init; } = 1.25;","LILYPOND-REF: define-grobs.scm: intra-space-threshold = 1.25","Green"
"Svg/Layout/TieDetails.cs","194","100.0","public double TieColumnMonotonicityPenalty { get; init; } = 100.0;","LILYPOND-REF: tie-details.cc: tie-column-monotonicity-penalty default = 100","Green"
"Svg/Layout/TieDetails.cs","200","0.25","public double OuterTieVerticalGap { get; init; } = 0.25;","LILYPOND-REF: define-grobs.scm: outer-tie-vertical-gap = 0.25","Green"
"Svg/Layout/TieDetails.cs","206","10.0","public double OuterTieLengthSymmetryPenaltyFactor { get; init; } = 10.0;","LILYPOND-REF: define-grobs.scm: outer-tie-length-symmetry-penalty-factor = 10","Green"
"Svg/Layout/TieDetails.cs","212","10.0","public double OuterTieVerticalDistanceSymmetryPenaltyFactor { get; init; } = 10.0;","LILYPOND-REF: define-grobs.scm: outer-tie-vertical-distance-symmetry-penalty-factor = 10","Green"
"Svg/Layout/BreakAlignSpacing.cs","121","0.0","BreakAlignSymbol.LeftEdge => new SpacingEntry(SpacingStyle.ExtraSpace, 0.0),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","123","1.0","_ => new SpacingEntry(SpacingStyle.ExtraSpace, 1.0)","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","137","3.5","new SpacingEntry(SpacingStyle.MinimumSpace, 3.5),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","140","3.5","new SpacingEntry(SpacingStyle.MinimumSpace, 3.5),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","143","4.2","new SpacingEntry(SpacingStyle.MinimumSpace, 4.2),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","146","5.0","new SpacingEntry(SpacingStyle.MinimumFixedSpace, 5.0),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","149","0.5","new SpacingEntry(SpacingStyle.ExtraSpace, 0.5),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","152","3.7","new SpacingEntry(SpacingStyle.MinimumSpace, 3.7),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","153","1.0","_ => new SpacingEntry(SpacingStyle.ExtraSpace, 1.0)","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","166","0.3","new SpacingEntry(SpacingStyle.ExtraSpace, 0.3),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","169","1.15","new SpacingEntry(SpacingStyle.ExtraSpace, 1.15),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","172","2.5","new SpacingEntry(SpacingStyle.FixedSpace, 2.5),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","175","0.6","new SpacingEntry(SpacingStyle.ExtraSpace, 0.6),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","176","0.5","_ => new SpacingEntry(SpacingStyle.ExtraSpace, 0.5)","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","189","1.15","new SpacingEntry(SpacingStyle.ExtraSpace, 1.15),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","192","2.5","new SpacingEntry(SpacingStyle.FixedSpace, 2.5),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","195","1.1","new SpacingEntry(SpacingStyle.ExtraSpace, 1.1),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","198","0.5","new SpacingEntry(SpacingStyle.ExtraSpace, 0.5),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","199","1.0","_ => new SpacingEntry(SpacingStyle.ExtraSpace, 1.0)","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","212","2.0","new SpacingEntry(SpacingStyle.FixedSpace, 2.0),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","215","0.5","new SpacingEntry(SpacingStyle.ExtraSpace, 0.5),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","218","2.0","new SpacingEntry(SpacingStyle.MinimumSpace, 2.0),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","219","1.0","_ => new SpacingEntry(SpacingStyle.ExtraSpace, 1.0)","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","231","1.3","new SpacingEntry(SpacingStyle.SemiFixedSpace, 1.3),","LILYPOND-REF: scm/define-grobs.scm BarLine.space-alist (used at break points)","Green"
"Svg/Layout/BreakAlignSpacing.cs","233","0.0","new SpacingEntry(SpacingStyle.ExtraSpace, 0.0),","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","234","1.0","_ => new SpacingEntry(SpacingStyle.ExtraSpace, 1.0)","(file-level) LILYPOND-REF: scm/define-grobs.scm break-align-orders","Yellow"
"Svg/Layout/BreakAlignSpacing.cs","252","0.1","const double minPad = 0.1;  // minimum padding between items","LILYPOND-REF: extra-space: adds value to the right extent of left item","Green"
"Svg/Layout/BreakAlignSpacing.cs","275","2.0","(leftItemRightExtent + entry.Value) / 2.0 +","LILYPOND-REF: semi-fixed-space: half natural, half fixed","Green"
